CGPA,Attendance,Behaviour,Performance,CO,PO,Recommendation,Student_ID,Suggestions
8.84,80.0,1,Excellent,85,76.5,Keep up the good work,642,Excellent work! Try advanced learning
7.29,88.0,1,Average,55,49.5,Maintain current performance,643,Practice regularly and improve weak areas
6.3,80.0,1,Average,55,49.5,Maintain current performance,644,Practice regularly and improve weak areas
7.3,100.0,1,Average,55,49.5,Maintain current performance,645,Practice regularly and improve weak areas
7.28,100.0,1,Average,55,49.5,Maintain current performance,646,Practice regularly and improve weak areas
5.34,99.0,1,Average,55,49.5,Focus on weak subjects,647,Practice regularly and improve weak areas
7.46,95.0,1,Average,55,49.5,Maintain current performance,648,Practice regularly and improve weak areas
7.32,90.0,1,Average,55,49.5,Maintain current performance,649,Practice regularly and improve weak areas
8.06,100.0,1,Excellent,85,76.5,Keep up the good work,650,Excellent work! Try advanced learning
8.98,96.0,1,Excellent,85,76.5,Keep up the good work,651,Excellent work! Try advanced learning
8.4,90.0,1,Excellent,85,76.5,Keep up the good work,652,Excellent work! Try advanced learning
7.28,57.0,1,Average,55,49.5,Increase attendance,653,Practice regularly and improve weak areas
6.61,100.0,1,Average,55,49.5,Maintain current performance,654,Practice regularly and improve weak areas
9.56,85.0,1,Excellent,85,76.5,Keep up the good work,655,Excellent work! Try advanced learning
7.55,95.0,1,Average,55,49.5,Maintain current performance,656,Practice regularly and improve weak areas
7.51,90.0,1,Average,55,49.5,Maintain current performance,657,Practice regularly and improve weak areas
7.48,60.0,1,Good,70,63.0,Maintain current performance,658,Keep consistency and aim higher
7.66,90.0,1,Average,55,49.5,Maintain current performance,659,Practice regularly and improve weak areas
7.38,80.0,1,Good,70,63.0,Maintain current performance,660,Keep consistency and aim higher
7.04,98.0,1,Average,55,49.5,Maintain current performance,661,Practice regularly and improve weak areas
7.06,80.0,1,Good,70,63.0,Maintain current performance,662,Keep consistency and aim higher
7.47,100.0,1,Average,55,49.5,Maintain current performance,663,Practice regularly and improve weak areas
7.07,97.0,1,Average,55,49.5,Maintain current performance,664,Practice regularly and improve weak areas
6.93,95.0,1,Average,55,49.5,Maintain current performance,665,Practice regularly and improve weak areas
7.59,98.0,1,Average,55,49.5,Maintain current performance,666,Practice regularly and improve weak areas
7.3,99.0,1,Average,55,49.5,Maintain current performance,667,Practice regularly and improve weak areas
8.7,90.0,1,Excellent,85,76.5,Keep up the good work,668,Excellent work! Try advanced learning
5.38,90.0,1,Average,55,49.5,Focus on weak subjects,669,Practice regularly and improve weak areas
8.37,70.0,1,Good,70,63.0,Maintain current performance,670,Keep consistency and aim higher
8.5,100.0,1,Excellent,85,76.5,Keep up the good work,671,Excellent work! Try advanced learning
5.84,90.0,1,Average,55,49.5,Focus on weak subjects,672,Practice regularly and improve weak areas
7.23,95.0,1,Average,55,49.5,Maintain current performance,673,Practice regularly and improve weak areas
7.2,97.0,1,Average,55,49.5,Maintain current performance,674,Practice regularly and improve weak areas
6.37,90.0,1,Average,55,49.5,Maintain current performance,675,Practice regularly and improve weak areas
6.88,91.0,1,Average,55,49.5,Maintain current performance,676,Practice regularly and improve weak areas
6.61,90.0,1,Average,55,49.5,Maintain current performance,677,Practice regularly and improve weak areas
8.9,80.0,1,Excellent,85,76.5,Keep up the good work,678,Excellent work! Try advanced learning
8.25,90.0,1,Excellent,85,76.5,Keep up the good work,679,Excellent work! Try advanced learning
8.52,95.0,1,Excellent,85,76.5,Keep up the good work,680,Excellent work! Try advanced learning
8.08,98.0,1,Excellent,85,76.5,Keep up the good work,681,Excellent work! Try advanced learning
6.6,90.0,1,Average,55,49.5,Maintain current performance,682,Practice regularly and improve weak areas
7.08,95.0,1,Average,55,49.5,Maintain current performance,683,Practice regularly and improve weak areas
7.89,95.0,1,Average,55,49.5,Maintain current performance,684,Practice regularly and improve weak areas
6.52,70.0,1,Good,70,63.0,Maintain current performance,685,Keep consistency and aim higher
8.07,90.0,1,Excellent,85,76.5,Keep up the good work,686,Excellent work! Try advanced learning
7.31,90.0,1,Average,55,49.5,Maintain current performance,687,Practice regularly and improve weak areas
7.2,86.0,1,Average,55,49.5,Maintain current performance,688,Practice regularly and improve weak areas
8.07,99.0,1,Excellent,85,76.5,Keep up the good work,689,Excellent work! Try advanced learning
7.86,100.0,1,Average,55,49.5,Maintain current performance,690,Practice regularly and improve weak areas
7.21,100.0,1,Average,55,49.5,Maintain current performance,691,Practice regularly and improve weak areas
8.43,90.0,1,Excellent,85,76.5,Keep up the good work,692,Excellent work! Try advanced learning
6.64,90.0,1,Average,55,49.5,Maintain current performance,693,Practice regularly and improve weak areas
7.99,100.0,1,Average,55,49.5,Maintain current performance,694,Practice regularly and improve weak areas
7.97,95.0,1,Average,55,49.5,Maintain current performance,695,Practice regularly and improve weak areas
7.25,85.0,1,Average,55,49.5,Maintain current performance,696,Practice regularly and improve weak areas
7.76,90.0,1,Average,55,49.5,Maintain current performance,697,Practice regularly and improve weak areas
6.5,100.0,1,Average,55,49.5,Maintain current performance,698,Practice regularly and improve weak areas
8.24,95.0,1,Excellent,85,76.5,Keep up the good work,699,Excellent work! Try advanced learning
7.35,95.0,1,Average,55,49.5,Maintain current performance,700,Practice regularly and improve weak areas
7.08,62.0,1,Good,70,63.0,Maintain current performance,701,Keep consistency and aim higher
8.34,90.0,1,Excellent,85,76.5,Keep up the good work,702,Excellent work! Try advanced learning
6.94,90.0,1,Average,55,49.5,Maintain current performance,703,Practice regularly and improve weak areas
6.37,0.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",704,Focus on basics + attend remedial classes
6.25,95.0,1,Average,55,49.5,Maintain current performance,705,Practice regularly and improve weak areas
7.98,80.0,1,Good,70,63.0,Maintain current performance,706,Keep consistency and aim higher
6.48,98.0,1,Average,55,49.5,Maintain current performance,707,Practice regularly and improve weak areas
8.9,87.0,1,Excellent,85,76.5,Keep up the good work,708,Excellent work! Try advanced learning
5.83,98.0,1,Average,55,49.5,Focus on weak subjects,709,Practice regularly and improve weak areas
8.86,80.0,1,Excellent,85,76.5,Keep up the good work,710,Excellent work! Try advanced learning
7.67,99.0,1,Average,55,49.5,Maintain current performance,711,Practice regularly and improve weak areas
7.42,95.0,1,Average,55,49.5,Maintain current performance,712,Practice regularly and improve weak areas
7.06,80.0,1,Good,70,63.0,Maintain current performance,713,Keep consistency and aim higher
7.82,95.0,1,Average,55,49.5,Maintain current performance,714,Practice regularly and improve weak areas
7.47,90.0,1,Average,55,49.5,Maintain current performance,715,Practice regularly and improve weak areas
8.38,90.0,1,Excellent,85,76.5,Keep up the good work,716,Excellent work! Try advanced learning
7.59,94.0,1,Average,55,49.5,Maintain current performance,717,Practice regularly and improve weak areas
7.62,90.0,1,Average,55,49.5,Maintain current performance,718,Practice regularly and improve weak areas
7.21,95.0,1,Average,55,49.5,Maintain current performance,719,Practice regularly and improve weak areas
7.45,100.0,1,Average,55,49.5,Maintain current performance,720,Practice regularly and improve weak areas
7.75,100.0,1,Average,55,49.5,Maintain current performance,721,Practice regularly and improve weak areas
6.13,100.0,1,Average,55,49.5,Maintain current performance,722,Practice regularly and improve weak areas
6.42,98.0,1,Average,55,49.5,Maintain current performance,723,Practice regularly and improve weak areas
8.09,90.0,1,Excellent,85,76.5,Keep up the good work,724,Excellent work! Try advanced learning
7.64,96.0,1,Average,55,49.5,Maintain current performance,725,Practice regularly and improve weak areas
7.35,90.0,1,Average,55,49.5,Maintain current performance,726,Practice regularly and improve weak areas
7.51,99.0,1,Average,55,49.5,Maintain current performance,727,Practice regularly and improve weak areas
7.78,99.0,1,Average,55,49.5,Maintain current performance,728,Practice regularly and improve weak areas
7.07,100.0,1,Average,55,49.5,Maintain current performance,729,Practice regularly and improve weak areas
6.88,75.0,1,Good,70,63.0,Maintain current performance,730,Keep consistency and aim higher
7.66,85.0,1,Average,55,49.5,Maintain current performance,731,Practice regularly and improve weak areas
6.72,80.0,1,Good,70,63.0,Maintain current performance,732,Keep consistency and aim higher
7.83,95.0,1,Average,55,49.5,Maintain current performance,733,Practice regularly and improve weak areas
6.14,80.0,1,Average,55,49.5,Maintain current performance,734,Practice regularly and improve weak areas
8.32,90.0,1,Excellent,85,76.5,Keep up the good work,735,Excellent work! Try advanced learning
7.88,95.0,1,Average,55,49.5,Maintain current performance,736,Practice regularly and improve weak areas
7.7,90.0,1,Average,55,49.5,Maintain current performance,737,Practice regularly and improve weak areas
8.29,100.0,1,Excellent,85,76.5,Keep up the good work,738,Excellent work! Try advanced learning
8.83,97.0,1,Excellent,85,76.5,Keep up the good work,739,Excellent work! Try advanced learning
8.31,90.0,1,Excellent,85,76.5,Keep up the good work,740,Excellent work! Try advanced learning
6.03,90.0,1,Average,55,49.5,Maintain current performance,741,Practice regularly and improve weak areas
6.48,87.0,1,Average,55,49.5,Maintain current performance,742,Practice regularly and improve weak areas
7.0,50.0,1,Average,55,49.5,Increase attendance,743,Practice regularly and improve weak areas
7.52,80.0,1,Good,70,63.0,Maintain current performance,744,Keep consistency and aim higher
7.91,90.0,1,Average,55,49.5,Maintain current performance,745,Practice regularly and improve weak areas
6.92,85.0,1,Average,55,49.5,Maintain current performance,746,Practice regularly and improve weak areas
7.65,100.0,1,Average,55,49.5,Maintain current performance,747,Practice regularly and improve weak areas
6.9,100.0,1,Average,55,49.5,Maintain current performance,748,Practice regularly and improve weak areas
7.01,80.0,1,Good,70,63.0,Maintain current performance,749,Keep consistency and aim higher
6.37,100.0,1,Average,55,49.5,Maintain current performance,750,Practice regularly and improve weak areas
6.76,100.0,1,Average,55,49.5,Maintain current performance,751,Practice regularly and improve weak areas
6.42,70.0,1,Average,55,49.5,Maintain current performance,752,Practice regularly and improve weak areas
6.72,60.0,1,Good,70,63.0,Maintain current performance,753,Keep consistency and aim higher
8.34,54.0,1,Average,55,49.5,Increase attendance,754,Practice regularly and improve weak areas
6.74,90.0,1,Average,55,49.5,Maintain current performance,755,Practice regularly and improve weak areas
9.61,100.0,1,Excellent,85,76.5,Keep up the good work,756,Excellent work! Try advanced learning
7.89,87.0,1,Average,55,49.5,Maintain current performance,757,Practice regularly and improve weak areas
7.65,87.0,1,Average,55,49.5,Maintain current performance,758,Practice regularly and improve weak areas
6.81,100.0,1,Average,55,49.5,Maintain current performance,759,Practice regularly and improve weak areas
8.06,100.0,1,Excellent,85,76.5,Keep up the good work,760,Excellent work! Try advanced learning
7.04,77.0,1,Good,70,63.0,Maintain current performance,761,Keep consistency and aim higher
7.6,95.0,1,Average,55,49.5,Maintain current performance,762,Practice regularly and improve weak areas
9.55,70.0,1,Good,70,63.0,Maintain current performance,763,Keep consistency and aim higher
7.42,86.0,1,Average,55,49.5,Maintain current performance,764,Practice regularly and improve weak areas
8.42,78.0,1,Excellent,85,76.5,Keep up the good work,765,Excellent work! Try advanced learning
6.94,100.0,1,Average,55,49.5,Maintain current performance,766,Practice regularly and improve weak areas
7.47,68.0,1,Good,70,63.0,Maintain current performance,767,Keep consistency and aim higher
8.92,90.0,1,Excellent,85,76.5,Keep up the good work,768,Excellent work! Try advanced learning
7.0,100.0,1,Average,55,49.5,Maintain current performance,769,Practice regularly and improve weak areas
8.95,100.0,1,Excellent,85,76.5,Keep up the good work,770,Excellent work! Try advanced learning
8.07,50.0,1,Average,55,49.5,Increase attendance,771,Practice regularly and improve weak areas
7.05,78.0,1,Good,70,63.0,Maintain current performance,772,Keep consistency and aim higher
8.01,80.0,1,Excellent,85,76.5,Keep up the good work,773,Excellent work! Try advanced learning
8.28,100.0,1,Excellent,85,76.5,Keep up the good work,774,Excellent work! Try advanced learning
8.0,45.0,1,Average,55,49.5,Increase attendance,775,Practice regularly and improve weak areas
6.24,100.0,1,Average,55,49.5,Maintain current performance,776,Practice regularly and improve weak areas
6.92,87.0,1,Average,55,49.5,Maintain current performance,777,Practice regularly and improve weak areas
7.3,95.0,1,Average,55,49.5,Maintain current performance,778,Practice regularly and improve weak areas
7.44,100.0,1,Average,55,49.5,Maintain current performance,779,Practice regularly and improve weak areas
8.0,100.0,1,Excellent,85,76.5,Keep up the good work,780,Excellent work! Try advanced learning
7.64,100.0,1,Average,55,49.5,Maintain current performance,781,Practice regularly and improve weak areas
6.43,90.0,1,Average,55,49.5,Maintain current performance,782,Practice regularly and improve weak areas
7.8,100.0,1,Average,55,49.5,Maintain current performance,783,Practice regularly and improve weak areas
7.99,80.0,1,Good,70,63.0,Maintain current performance,784,Keep consistency and aim higher
7.95,100.0,1,Average,55,49.5,Maintain current performance,785,Practice regularly and improve weak areas
8.36,100.0,1,Excellent,85,76.5,Keep up the good work,786,Excellent work! Try advanced learning
8.17,100.0,1,Excellent,85,76.5,Keep up the good work,787,Excellent work! Try advanced learning
7.87,46.0,1,Average,55,49.5,Increase attendance,788,Practice regularly and improve weak areas
7.44,75.0,1,Good,70,63.0,Maintain current performance,789,Keep consistency and aim higher
6.17,78.0,1,Average,55,49.5,Maintain current performance,790,Practice regularly and improve weak areas
7.84,100.0,1,Average,55,49.5,Maintain current performance,791,Practice regularly and improve weak areas
7.67,100.0,1,Average,55,49.5,Maintain current performance,792,Practice regularly and improve weak areas
7.72,100.0,1,Average,55,49.5,Maintain current performance,793,Practice regularly and improve weak areas
6.48,90.0,1,Average,55,49.5,Maintain current performance,794,Practice regularly and improve weak areas
6.64,46.0,1,Average,55,49.5,Increase attendance,795,Practice regularly and improve weak areas
8.34,100.0,1,Excellent,85,76.5,Keep up the good work,796,Excellent work! Try advanced learning
7.47,100.0,1,Average,55,49.5,Maintain current performance,797,Practice regularly and improve weak areas
8.05,100.0,1,Excellent,85,76.5,Keep up the good work,798,Excellent work! Try advanced learning
7.52,100.0,1,Average,55,49.5,Maintain current performance,799,Practice regularly and improve weak areas
7.52,51.0,1,Average,55,49.5,Increase attendance,800,Practice regularly and improve weak areas
8.25,100.0,1,Excellent,85,76.5,Keep up the good work,801,Excellent work! Try advanced learning
7.09,34.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",802,Focus on basics + attend remedial classes
7.58,50.0,1,Average,55,49.5,Increase attendance,803,Practice regularly and improve weak areas
7.13,87.0,1,Average,55,49.5,Maintain current performance,804,Practice regularly and improve weak areas
7.15,99.0,1,Average,55,49.5,Maintain current performance,805,Practice regularly and improve weak areas
7.25,100.0,1,Average,55,49.5,Maintain current performance,806,Practice regularly and improve weak areas
7.68,56.0,1,Average,55,49.5,Increase attendance,807,Practice regularly and improve weak areas
7.12,76.0,1,Good,70,63.0,Maintain current performance,808,Keep consistency and aim higher
8.5,100.0,1,Excellent,85,76.5,Keep up the good work,809,Excellent work! Try advanced learning
6.78,100.0,1,Average,55,49.5,Maintain current performance,810,Practice regularly and improve weak areas
7.35,63.0,1,Good,70,63.0,Maintain current performance,811,Keep consistency and aim higher
7.15,90.0,1,Average,55,49.5,Maintain current performance,812,Practice regularly and improve weak areas
8.66,68.0,1,Good,70,63.0,Maintain current performance,813,Keep consistency and aim higher
7.66,80.0,1,Good,70,63.0,Maintain current performance,814,Keep consistency and aim higher
8.33,100.0,1,Excellent,85,76.5,Keep up the good work,815,Excellent work! Try advanced learning
6.31,100.0,1,Average,55,49.5,Maintain current performance,816,Practice regularly and improve weak areas
7.71,100.0,1,Average,55,49.5,Maintain current performance,817,Practice regularly and improve weak areas
8.21,100.0,1,Excellent,85,76.5,Keep up the good work,818,Excellent work! Try advanced learning
7.57,100.0,1,Average,55,49.5,Maintain current performance,819,Practice regularly and improve weak areas
8.35,100.0,1,Excellent,85,76.5,Keep up the good work,820,Excellent work! Try advanced learning
7.09,100.0,1,Average,55,49.5,Maintain current performance,821,Practice regularly and improve weak areas
8.63,89.0,1,Excellent,85,76.5,Keep up the good work,822,Excellent work! Try advanced learning
9.34,100.0,1,Excellent,85,76.5,Keep up the good work,823,Excellent work! Try advanced learning
7.21,100.0,1,Average,55,49.5,Maintain current performance,824,Practice regularly and improve weak areas
7.14,98.0,1,Average,55,49.5,Maintain current performance,825,Practice regularly and improve weak areas
8.66,100.0,1,Excellent,85,76.5,Keep up the good work,826,Excellent work! Try advanced learning
8.76,78.0,1,Excellent,85,76.5,Keep up the good work,827,Excellent work! Try advanced learning
7.08,100.0,1,Average,55,49.5,Maintain current performance,828,Practice regularly and improve weak areas
7.16,50.0,1,Average,55,49.5,Increase attendance,829,Practice regularly and improve weak areas
7.27,80.0,1,Good,70,63.0,Maintain current performance,830,Keep consistency and aim higher
6.42,99.0,1,Average,55,49.5,Maintain current performance,831,Practice regularly and improve weak areas
6.77,77.0,1,Good,70,63.0,Maintain current performance,832,Keep consistency and aim higher
6.7,100.0,1,Average,55,49.5,Maintain current performance,833,Practice regularly and improve weak areas
6.89,100.0,1,Average,55,49.5,Maintain current performance,834,Practice regularly and improve weak areas
7.47,100.0,1,Average,55,49.5,Maintain current performance,835,Practice regularly and improve weak areas
7.69,78.0,1,Good,70,63.0,Maintain current performance,836,Keep consistency and aim higher
8.74,70.0,1,Good,70,63.0,Maintain current performance,837,Keep consistency and aim higher
6.7,70.0,1,Good,70,63.0,Maintain current performance,838,Keep consistency and aim higher
8.29,60.0,1,Good,70,63.0,Maintain current performance,839,Keep consistency and aim higher
7.33,100.0,1,Average,55,49.5,Maintain current performance,840,Practice regularly and improve weak areas
7.46,80.0,1,Good,70,63.0,Maintain current performance,841,Keep consistency and aim higher
8.04,80.0,1,Excellent,85,76.5,Keep up the good work,842,Excellent work! Try advanced learning
6.6,79.0,1,Good,70,63.0,Maintain current performance,843,Keep consistency and aim higher
7.81,88.0,1,Average,55,49.5,Maintain current performance,844,Practice regularly and improve weak areas
7.63,100.0,1,Average,55,49.5,Maintain current performance,845,Practice regularly and improve weak areas
7.89,80.0,1,Good,70,63.0,Maintain current performance,846,Keep consistency and aim higher
7.73,100.0,1,Average,55,49.5,Maintain current performance,847,Practice regularly and improve weak areas
9.46,88.0,1,Excellent,85,76.5,Keep up the good work,848,Excellent work! Try advanced learning
6.99,100.0,1,Average,55,49.5,Maintain current performance,849,Practice regularly and improve weak areas
7.08,100.0,1,Average,55,49.5,Maintain current performance,850,Practice regularly and improve weak areas
7.0,100.0,1,Average,55,49.5,Maintain current performance,851,Practice regularly and improve weak areas
7.06,100.0,1,Average,55,49.5,Maintain current performance,852,Practice regularly and improve weak areas
6.99,100.0,1,Average,55,49.5,Maintain current performance,853,Practice regularly and improve weak areas
8.45,35.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",854,Focus on basics + attend remedial classes
8.64,100.0,1,Excellent,85,76.5,Keep up the good work,855,Excellent work! Try advanced learning
7.04,56.0,1,Average,55,49.5,Increase attendance,856,Practice regularly and improve weak areas
6.83,100.0,1,Average,55,49.5,Maintain current performance,857,Practice regularly and improve weak areas
7.88,100.0,1,Average,55,49.5,Maintain current performance,858,Practice regularly and improve weak areas
7.06,100.0,1,Average,55,49.5,Maintain current performance,859,Practice regularly and improve weak areas
8.01,100.0,1,Excellent,85,76.5,Keep up the good work,860,Excellent work! Try advanced learning
7.66,45.0,1,Average,55,49.5,Increase attendance,861,Practice regularly and improve weak areas
6.29,70.0,1,Average,55,49.5,Maintain current performance,862,Practice regularly and improve weak areas
8.74,100.0,1,Excellent,85,76.5,Keep up the good work,863,Excellent work! Try advanced learning
8.94,65.0,1,Good,70,63.0,Maintain current performance,864,Keep consistency and aim higher
7.01,100.0,1,Average,55,49.5,Maintain current performance,865,Practice regularly and improve weak areas
7.19,100.0,1,Average,55,49.5,Maintain current performance,866,Practice regularly and improve weak areas
7.73,89.0,1,Average,55,49.5,Maintain current performance,867,Practice regularly and improve weak areas
7.77,62.0,1,Good,70,63.0,Maintain current performance,868,Keep consistency and aim higher
8.03,78.0,1,Excellent,85,76.5,Keep up the good work,869,Excellent work! Try advanced learning
9.11,100.0,1,Excellent,85,76.5,Keep up the good work,870,Excellent work! Try advanced learning
7.36,41.0,1,Average,55,49.5,Increase attendance,871,Practice regularly and improve weak areas
6.86,86.0,1,Average,55,49.5,Maintain current performance,872,Practice regularly and improve weak areas
6.4,100.0,1,Average,55,49.5,Maintain current performance,873,Practice regularly and improve weak areas
6.92,83.0,1,Good,70,63.0,Maintain current performance,874,Keep consistency and aim higher
7.47,100.0,1,Average,55,49.5,Maintain current performance,875,Practice regularly and improve weak areas
8.94,100.0,1,Excellent,85,76.5,Keep up the good work,876,Excellent work! Try advanced learning
7.09,100.0,1,Average,55,49.5,Maintain current performance,877,Practice regularly and improve weak areas
7.68,100.0,1,Average,55,49.5,Maintain current performance,878,Practice regularly and improve weak areas
7.49,77.0,1,Good,70,63.0,Maintain current performance,879,Keep consistency and aim higher
8.45,84.0,1,Excellent,85,76.5,Keep up the good work,880,Excellent work! Try advanced learning
9.52,100.0,1,Excellent,85,76.5,Keep up the good work,881,Excellent work! Try advanced learning
7.08,100.0,1,Average,55,49.5,Maintain current performance,882,Practice regularly and improve weak areas
7.11,100.0,1,Average,55,49.5,Maintain current performance,883,Practice regularly and improve weak areas
8.34,100.0,1,Excellent,85,76.5,Keep up the good work,884,Excellent work! Try advanced learning
8.05,100.0,1,Excellent,85,76.5,Keep up the good work,885,Excellent work! Try advanced learning
8.98,35.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",886,Focus on basics + attend remedial classes
7.97,100.0,1,Average,55,49.5,Maintain current performance,887,Practice regularly and improve weak areas
7.21,100.0,1,Average,55,49.5,Maintain current performance,888,Practice regularly and improve weak areas
7.97,100.0,1,Average,55,49.5,Maintain current performance,889,Practice regularly and improve weak areas
8.39,67.0,1,Good,70,63.0,Maintain current performance,890,Keep consistency and aim higher
8.16,100.0,1,Excellent,85,76.5,Keep up the good work,891,Excellent work! Try advanced learning
7.91,35.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",892,Focus on basics + attend remedial classes
8.35,100.0,1,Excellent,85,76.5,Keep up the good work,893,Excellent work! Try advanced learning
8.44,68.0,1,Good,70,63.0,Maintain current performance,894,Keep consistency and aim higher
8.61,100.0,1,Excellent,85,76.5,Keep up the good work,895,Excellent work! Try advanced learning
8.02,100.0,1,Excellent,85,76.5,Keep up the good work,896,Excellent work! Try advanced learning
7.37,100.0,1,Average,55,49.5,Maintain current performance,897,Practice regularly and improve weak areas
7.62,86.0,1,Average,55,49.5,Maintain current performance,898,Practice regularly and improve weak areas
8.47,100.0,1,Excellent,85,76.5,Keep up the good work,899,Excellent work! Try advanced learning
6.85,95.0,1,Average,55,49.5,Maintain current performance,900,Practice regularly and improve weak areas
7.79,100.0,1,Average,55,49.5,Maintain current performance,901,Practice regularly and improve weak areas
7.19,90.0,1,Average,55,49.5,Maintain current performance,902,Practice regularly and improve weak areas
7.52,99.0,1,Average,55,49.5,Maintain current performance,903,Practice regularly and improve weak areas
8.52,98.0,1,Excellent,85,76.5,Keep up the good work,904,Excellent work! Try advanced learning
7.65,99.0,1,Average,55,49.5,Maintain current performance,905,Practice regularly and improve weak areas
7.54,100.0,1,Average,55,49.5,Maintain current performance,906,Practice regularly and improve weak areas
6.41,100.0,1,Average,55,49.5,Maintain current performance,907,Practice regularly and improve weak areas
8.1,90.0,1,Excellent,85,76.5,Keep up the good work,908,Excellent work! Try advanced learning
8.02,65.0,1,Good,70,63.0,Maintain current performance,909,Keep consistency and aim higher
9.23,72.0,1,Good,70,63.0,Maintain current performance,910,Keep consistency and aim higher
7.25,42.0,1,Average,55,49.5,Increase attendance,911,Practice regularly and improve weak areas
7.68,68.0,1,Good,70,63.0,Maintain current performance,912,Keep consistency and aim higher
7.7,47.0,1,Average,55,49.5,Increase attendance,913,Practice regularly and improve weak areas
8.76,90.0,1,Excellent,85,76.5,Keep up the good work,914,Excellent work! Try advanced learning
7.42,86.0,1,Average,55,49.5,Maintain current performance,915,Practice regularly and improve weak areas
7.72,79.0,1,Good,70,63.0,Maintain current performance,916,Keep consistency and aim higher
7.99,100.0,1,Average,55,49.5,Maintain current performance,917,Practice regularly and improve weak areas
7.65,46.0,1,Average,55,49.5,Increase attendance,918,Practice regularly and improve weak areas
7.14,78.0,1,Good,70,63.0,Maintain current performance,919,Keep consistency and aim higher
7.66,90.0,1,Average,55,49.5,Maintain current performance,920,Practice regularly and improve weak areas
8.36,23.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",921,Focus on basics + attend remedial classes
6.68,55.0,1,Average,55,49.5,Increase attendance,922,Practice regularly and improve weak areas
7.61,100.0,1,Average,55,49.5,Maintain current performance,923,Practice regularly and improve weak areas
6.94,32.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",924,Focus on basics + attend remedial classes
8.46,100.0,1,Excellent,85,76.5,Keep up the good work,925,Excellent work! Try advanced learning
6.28,89.0,1,Average,55,49.5,Maintain current performance,926,Practice regularly and improve weak areas
7.05,68.0,1,Good,70,63.0,Maintain current performance,927,Keep consistency and aim higher
7.8,100.0,1,Average,55,49.5,Maintain current performance,928,Practice regularly and improve weak areas
8.75,100.0,1,Excellent,85,76.5,Keep up the good work,929,Excellent work! Try advanced learning
7.45,80.0,1,Good,70,63.0,Maintain current performance,930,Keep consistency and aim higher
7.06,100.0,1,Average,55,49.5,Maintain current performance,931,Practice regularly and improve weak areas
9.0,70.0,1,Good,70,63.0,Maintain current performance,932,Keep consistency and aim higher
6.34,100.0,1,Average,55,49.5,Maintain current performance,933,Practice regularly and improve weak areas
5.74,100.0,1,Average,55,49.5,Focus on weak subjects,934,Practice regularly and improve weak areas
7.85,100.0,1,Average,55,49.5,Maintain current performance,935,Practice regularly and improve weak areas
7.1,100.0,1,Average,55,49.5,Maintain current performance,936,Practice regularly and improve weak areas
6.68,34.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",937,Focus on basics + attend remedial classes
8.07,79.0,1,Excellent,85,76.5,Keep up the good work,938,Excellent work! Try advanced learning
7.7,100.0,1,Average,55,49.5,Maintain current performance,939,Practice regularly and improve weak areas
7.05,76.0,1,Good,70,63.0,Maintain current performance,940,Keep consistency and aim higher
6.48,66.0,1,Average,55,49.5,Maintain current performance,941,Practice regularly and improve weak areas
8.2,100.0,1,Excellent,85,76.5,Keep up the good work,942,Excellent work! Try advanced learning
8.02,100.0,1,Excellent,85,76.5,Keep up the good work,943,Excellent work! Try advanced learning
7.42,88.0,1,Average,55,49.5,Maintain current performance,944,Practice regularly and improve weak areas
8.98,80.0,1,Excellent,85,76.5,Keep up the good work,945,Excellent work! Try advanced learning
6.64,90.0,1,Average,55,49.5,Maintain current performance,946,Practice regularly and improve weak areas
6.28,100.0,1,Average,55,49.5,Maintain current performance,947,Practice regularly and improve weak areas
6.95,100.0,1,Average,55,49.5,Maintain current performance,948,Practice regularly and improve weak areas
7.46,60.0,1,Good,70,63.0,Maintain current performance,949,Keep consistency and aim higher
7.69,75.0,1,Good,70,63.0,Maintain current performance,950,Keep consistency and aim higher
7.31,100.0,1,Average,55,49.5,Maintain current performance,951,Practice regularly and improve weak areas
7.78,95.0,1,Average,55,49.5,Maintain current performance,952,Practice regularly and improve weak areas
6.5,50.0,1,Average,55,49.5,Increase attendance,953,Practice regularly and improve weak areas
8.66,100.0,1,Excellent,85,76.5,Keep up the good work,954,Excellent work! Try advanced learning
7.43,35.0,1,Poor,40,36.0,"Improve study habits, Attend extra classes, Increase attendance",955,Focus on basics + attend remedial classes
8.39,100.0,1,Excellent,85,76.5,Keep up the good work,956,Excellent work! Try advanced learning
7.77,87.0,1,Average,55,49.5,Maintain current performance,957,Practice regularly and improve weak areas
7.87,86.0,1,Average,55,49.5,Maintain current performance,958,Practice regularly and improve weak areas
7.96,100.0,1,Average,55,49.5,Maintain current performance,959,Practice regularly and improve weak areas
7.86,67.0,1,Good,70,63.0,Maintain current performance,960,Keep consistency and aim higher
8.01,95.0,1,Excellent,85,76.5,Keep up the good work,961,Excellent work! Try advanced learning
